Angle(Deg)	I1	I2	Itotal
4.544454	7.897661e+001	7.855192e+001	1.575285e+002
4.544954	7.988030e+001	7.945007e+001	1.593304e+002
4.545455	8.078816e+001	8.035236e+001	1.611405e+002
4.545955	8.170017e+001	8.125877e+001	1.629589e+002
4.546455	8.261632e+001	8.216929e+001	1.647856e+002
4.546955	8.353659e+001	8.308390e+001	1.666205e+002
4.547455	8.446095e+001	8.400257e+001	1.684635e+002
4.547955	8.538939e+001	8.492529e+001	1.703147e+002
4.548455	8.632189e+001	8.585203e+001	1.721739e+002
4.548955	8.725842e+001	8.678279e+001	1.740412e+002
4.549455	8.819897e+001	8.771752e+001	1.759165e+002
4.549955	8.914351e+001	8.865623e+001	1.777997e+002
4.550455	9.009204e+001	8.959887e+001	1.796909e+002
4.550955	9.104451e+001	9.054545e+001	1.815900e+002
4.551455	9.200093e+001	9.149593e+001	1.834969e+002
4.551955	9.296125e+001	9.245030e+001	1.854116e+002
4.552455	9.392548e+001	9.340853e+001	1.873340e+002
4.552955	9.489357e+001	9.437061e+001	1.892642e+002
4.553455	9.586553e+001	9.533651e+001	1.912020e+002
4.553955	9.684131e+001	9.630622e+001	1.931475e+002
4.554455	9.782091e+001	9.727972e+001	1.951006e+002
4.554955	9.880430e+001	9.825697e+001	1.970613e+002
4.555456	9.979147e+001	9.923798e+001	1.990294e+002
4.555956	1.007824e+002	1.002227e+002	2.010051e+002
4.556456	1.017770e+002	1.012111e+002	2.029882e+002
4.556956	1.027754e+002	1.022032e+002	2.049786e+002
4.557456	1.037774e+002	1.031990e+002	2.069765e+002
4.557956	1.047832e+002	1.041984e+002	2.089816e+002
4.558456	1.057925e+002	1.052015e+002	2.109940e+002
4.558956	1.068055e+002	1.062081e+002	2.130136e+002
4.559456	1.078221e+002	1.072183e+002	2.150404e+002
4.559956	1.088423e+002	1.082321e+002	2.170744e+002
4.560456	1.098661e+002	1.092494e+002	2.191154e+002
4.560956	1.108934e+002	1.102702e+002	2.211636e+002
4.561456	1.119242e+002	1.112945e+002	2.232187e+002
4.561956	1.129585e+002	1.123223e+002	2.252808e+002
4.562456	1.139963e+002	1.133536e+002	2.273499e+002
4.562956	1.150376e+002	1.143883e+002	2.294258e+002
4.563456	1.160823e+002	1.154264e+002	2.315086e+002
4.563956	1.171304e+002	1.164678e+002	2.335982e+002
4.564456	1.181819e+002	1.175127e+002	2.356946e+002
4.564956	1.192368e+002	1.185609e+002	2.377977e+002
4.565457	1.202951e+002	1.196124e+002	2.399075e+002
4.565957	1.213566e+002	1.206673e+002	2.420239e+002
4.566457	1.224215e+002	1.217254e+002	2.441470e+002
4.566957	1.234897e+002	1.227868e+002	2.462765e+002
4.567457	1.245612e+002	1.238515e+002	2.484126e+002
4.567957	1.256359e+002	1.249193e+002	2.505552e+002
4.568457	1.267138e+002	1.259904e+002	2.527042e+002
4.568957	1.277950e+002	1.270646e+002	2.548596e+002
4.569457	1.288793e+002	1.281420e+002	2.570213e+002
4.569957	1.299668e+002	1.292226e+002	2.591893e+002
4.570457	1.310574e+002	1.303062e+002	2.613636e+002
4.570957	1.321511e+002	1.313930e+002	2.635441e+002
4.571457	1.332480e+002	1.324828e+002	2.657308e+002
4.571957	1.343479e+002	1.335757e+002	2.679236e+002
4.572457	1.354509e+002	1.346716e+002	2.701224e+002
4.572957	1.365569e+002	1.357705e+002	2.723274e+002
4.573457	1.376659e+002	1.368724e+002	2.745383e+002
4.573957	1.387779e+002	1.379773e+002	2.767552e+002
4.574457	1.398929e+002	1.390851e+002	2.789780e+002
4.574957	1.410108e+002	1.401958e+002	2.812066e+002
4.575458	1.421317e+002	1.413094e+002	2.834411e+002
4.575958	1.432554e+002	1.424260e+002	2.856814e+002
4.576458	1.443821e+002	1.435453e+002	2.879274e+002
4.576958	1.455116e+002	1.446676e+002	2.901791e+002
4.577458	1.466439e+002	1.457926e+002	2.924365e+002
4.577958	1.477791e+002	1.469204e+002	2.946995e+002
4.578458	1.489170e+002	1.480510e+002	2.969680e+002
4.578958	1.500577e+002	1.491843e+002	2.992421e+002
4.579458	1.512012e+002	1.503204e+002	3.015216e+002
4.579958	1.523474e+002	1.514592e+002	3.038066e+002
4.580458	1.534963e+002	1.526006e+002	3.060969e+002
4.580958	1.546479e+002	1.537448e+002	3.083927e+002
4.581458	1.558022e+002	1.548915e+002	3.106937e+002
4.581958	1.569590e+002	1.560409e+002	3.130000e+002
4.582458	1.581186e+002	1.571929e+002	3.153115e+002
4.582958	1.592807e+002	1.583474e+002	3.176281e+002
4.583458	1.604454e+002	1.595045e+002	3.199499e+002
4.583958	1.616126e+002	1.606642e+002	3.222768e+002
4.584458	1.627824e+002	1.618263e+002	3.246087e+002
4.584958	1.639547e+002	1.629910e+002	3.269456e+002
4.585459	1.651294e+002	1.641581e+002	3.292875e+002
4.585959	1.663067e+002	1.653276e+002	3.316343e+002
4.586459	1.674863e+002	1.664996e+002	3.339859e+002
4.586959	1.686684e+002	1.676740e+002	3.363424e+002
4.587459	1.698529e+002	1.688507e+002	3.387036e+002
4.587959	1.710398e+002	1.700298e+002	3.410696e+002
4.588459	1.722290e+002	1.712112e+002	3.434403e+002
4.588959	1.734206e+002	1.723950e+002	3.458156e+002
4.589459	1.746144e+002	1.735810e+002	3.481955e+002
4.589959	1.758106e+002	1.747693e+002	3.505799e+002
4.590459	1.770090e+002	1.759598e+002	3.529689e+002
4.590959	1.782097e+002	1.771526e+002	3.553623e+002
4.591459	1.794126e+002	1.783476e+002	3.577601e+002
4.591959	1.806176e+002	1.795447e+002	3.601624e+002
4.592459	1.818249e+002	1.807440e+002	3.625689e+002
4.592959	1.830343e+002	1.819455e+002	3.649798e+002
4.593459	1.842458e+002	1.831490e+002	3.673949e+002
4.593959	1.854595e+002	1.843547e+002	3.698142e+002
4.594459	1.866752e+002	1.855624e+002	3.722376e+002
4.594959	1.878930e+002	1.867721e+002	3.746652e+002
4.595460	1.891129e+002	1.879839e+002	3.770968e+002
4.595960	1.903347e+002	1.891977e+002	3.795324e+002
4.596460	1.915586e+002	1.904134e+002	3.819720e+002
4.596960	1.927844e+002	1.916312e+002	3.844156e+002
4.597460	1.940122e+002	1.928508e+002	3.868630e+002
4.597960	1.952419e+002	1.940724e+002	3.893143e+002
4.598460	1.964736e+002	1.952958e+002	3.917694e+002
4.598960	1.977071e+002	1.965211e+002	3.942282e+002
4.599460	1.989424e+002	1.977483e+002	3.966907e+002
4.599960	2.001797e+002	1.989773e+002	3.991569e+002
4.600460	2.014187e+002	2.002081e+002	4.016268e+002
4.600960	2.026595e+002	2.014406e+002	4.041001e+002
4.601460	2.039021e+002	2.026749e+002	4.065771e+002
4.601960	2.051465e+002	2.039110e+002	4.090575e+002
4.602460	2.063926e+002	2.051488e+002	4.115413e+002
4.602960	2.076403e+002	2.063882e+002	4.140286e+002
4.603460	2.088898e+002	2.076293e+002	4.165192e+002
4.603960	2.101409e+002	2.088721e+002	4.190131e+002
4.604460	2.113937e+002	2.101165e+002	4.215102e+002
4.604960	2.126481e+002	2.113625e+002	4.240106e+002
4.605461	2.139041e+002	2.126101e+002	4.265141e+002
4.605961	2.151616e+002	2.138592e+002	4.290208e+002
4.606461	2.164207e+002	2.151098e+002	4.315305e+002
4.606961	2.176813e+002	2.163620e+002	4.340433e+002
4.607461	2.189435e+002	2.176157e+002	4.365591e+002
4.607961	2.202071e+002	2.188708e+002	4.390778e+002
4.608461	2.214721e+002	2.201273e+002	4.415995e+002
4.608961	2.227386e+002	2.213853e+002	4.441240e+002
4.609461	2.240066e+002	2.226447e+002	4.466513e+002
4.609961	2.252759e+002	2.239055e+002	4.491813e+002
4.610461	2.265465e+002	2.251676e+002	4.517141e+002
4.610961	2.278186e+002	2.264310e+002	4.542496e+002
4.611461	2.290919e+002	2.276958e+002	4.567877e+002
4.611961	2.303666e+002	2.289618e+002	4.593284e+002
4.612461	2.316425e+002	2.302291e+002	4.618716e+002
4.612961	2.329197e+002	2.314977e+002	4.644173e+002
4.613461	2.341981e+002	2.327674e+002	4.669655e+002
4.613961	2.354777e+002	2.340384e+002	4.695161e+002
4.614461	2.367585e+002	2.353105e+002	4.720691e+002
4.614961	2.380405e+002	2.365838e+002	4.746243e+002
4.615462	2.393236e+002	2.378583e+002	4.771819e+002
4.615962	2.406079e+002	2.391338e+002	4.797417e+002
4.616462	2.418932e+002	2.404104e+002	4.823036e+002
4.616962	2.431796e+002	2.416881e+002	4.848678e+002
4.617462	2.444671e+002	2.429668e+002	4.874340e+002
4.617962	2.457556e+002	2.442466e+002	4.900022e+002
4.618462	2.470452e+002	2.455273e+002	4.925725e+002
4.618962	2.483357e+002	2.468090e+002	4.951447e+002
4.619462	2.496271e+002	2.480917e+002	4.977188e+002
4.619962	2.509195e+002	2.493753e+002	5.002948e+002
4.620462	2.522129e+002	2.506598e+002	5.028727e+002
4.620962	2.535071e+002	2.519452e+002	5.054523e+002
4.621462	2.548022e+002	2.532315e+002	5.080337e+002
4.621962	2.560982e+002	2.545186e+002	5.106167e+002
4.622462	2.573949e+002	2.558065e+002	5.132014e+002
4.622962	2.586925e+002	2.570952e+002	5.157877e+002
4.623462	2.599909e+002	2.583847e+002	5.183756e+002
4.623962	2.612901e+002	2.596749e+002	5.209650e+002
4.624462	2.625899e+002	2.609659e+002	5.235558e+002
4.624962	2.638905e+002	2.622576e+002	5.261481e+002
4.625463	2.651918e+002	2.635499e+002	5.287418e+002
4.625963	2.664938e+002	2.648430e+002	5.313368e+002
4.626463	2.677964e+002	2.661366e+002	5.339330e+002
4.626963	2.690997e+002	2.674309e+002	5.365306e+002
4.627463	2.704035e+002	2.687258e+002	5.391293e+002
4.627963	2.717080e+002	2.700213e+002	5.417292e+002
4.628463	2.730130e+002	2.713173e+002	5.443302e+002
4.628963	2.743185e+002	2.726138e+002	5.469323e+002
4.629463	2.756246e+002	2.739109e+002	5.495354e+002
4.629963	2.769311e+002	2.752084e+002	5.521395e+002
4.630463	2.782382e+002	2.765064e+002	5.547446e+002
4.630963	2.795456e+002	2.778048e+002	5.573505e+002
4.631463	2.808536e+002	2.791037e+002	5.599573e+002
4.631963	2.821619e+002	2.804030e+002	5.625648e+002
4.632463	2.834706e+002	2.817026e+002	5.651732e+002
4.632963	2.847796e+002	2.830026e+002	5.677822e+002
4.633463	2.860890e+002	2.843029e+002	5.703920e+002
4.633963	2.873988e+002	2.856036e+002	5.730023e+002
4.634463	2.887088e+002	2.869045e+002	5.756133e+002
4.634963	2.900191e+002	2.882057e+002	5.782248e+002
4.635464	2.913296e+002	2.895071e+002	5.808368e+002
4.635964	2.926404e+002	2.908088e+002	5.834492e+002
4.636464	2.939514e+002	2.921107e+002	5.860620e+002
4.636964	2.952625e+002	2.934127e+002	5.886752e+002
4.637464	2.965739e+002	2.947149e+002	5.912888e+002
4.637964	2.978854e+002	2.960172e+002	5.939026e+002
4.638464	2.991970e+002	2.973197e+002	5.965166e+002
4.638964	3.005086e+002	2.986222e+002	5.991309e+002
4.639464	3.018204e+002	2.999248e+002	6.017452e+002
4.639964	3.031322e+002	3.012275e+002	6.043597e+002
4.640464	3.044441e+002	3.025302e+002	6.069743e+002
4.640964	3.057560e+002	3.038329e+002	6.095888e+002
4.641464	3.070678e+002	3.051355e+002	6.122033e+002
4.641964	3.083796e+002	3.064382e+002	6.148178e+002
4.642464	3.096914e+002	3.077407e+002	6.174321e+002
4.642964	3.110031e+002	3.090432e+002	6.200463e+002
4.643464	3.123147e+002	3.103456e+002	6.226603e+002
4.643964	3.136262e+002	3.116479e+002	6.252740e+002
4.644464	3.149375e+002	3.129500e+002	6.278875e+002
4.644964	3.162487e+002	3.142519e+002	6.305006e+002
4.645465	3.175596e+002	3.155537e+002	6.331134e+002
4.645965	3.188704e+002	3.168553e+002	6.357257e+002
4.646465	3.201810e+002	3.181566e+002	6.383375e+002
4.646965	3.214913e+002	3.194576e+002	6.409489e+002
4.647465	3.228013e+002	3.207584e+002	6.435597e+002
4.647965	3.241110e+002	3.220589e+002	6.461699e+002
4.648465	3.254204e+002	3.233591e+002	6.487795e+002
4.648965	3.267295e+002	3.246589e+002	6.513884e+002
4.649465	3.280383e+002	3.259584e+002	6.539966e+002
4.649965	3.293466e+002	3.272575e+002	6.566041e+002
4.650465	3.306545e+002	3.285562e+002	6.592107e+002
4.650965	3.319621e+002	3.298544e+002	6.618165e+002
4.651465	3.332691e+002	3.311522e+002	6.644214e+002
4.651965	3.345758e+002	3.324496e+002	6.670253e+002
4.652465	3.358819e+002	3.337464e+002	6.696283e+002
4.652965	3.371875e+002	3.350428e+002	6.722303e+002
4.653465	3.384926e+002	3.363386e+002	6.748312e+002
4.653965	3.397971e+002	3.376339e+002	6.774310e+002
4.654465	3.411011e+002	3.389286e+002	6.800297e+002
4.654965	3.424045e+002	3.402227e+002	6.826272e+002
4.655466	3.437073e+002	3.415161e+002	6.852234e+002
4.655966	3.450094e+002	3.428090e+002	6.878184e+002
4.656466	3.463109e+002	3.441012e+002	6.904121e+002
4.656966	3.476117e+002	3.453927e+002	6.930044e+002
4.657466	3.489118e+002	3.466835e+002	6.955953e+002
4.657966	3.502112e+002	3.479736e+002	6.981848e+002
4.658466	3.515098e+002	3.492630e+002	7.007728e+002
4.658966	3.528077e+002	3.505516e+002	7.033593e+002
4.659466	3.541048e+002	3.518394e+002	7.059442e+002
4.659966	3.554011e+002	3.531264e+002	7.085275e+002
4.660466	3.566966e+002	3.544126e+002	7.111092e+002
4.660966	3.579912e+002	3.556979e+002	7.136891e+002
4.661466	3.592850e+002	3.569824e+002	7.162674e+002
4.661966	3.605778e+002	3.582660e+002	7.188439e+002
4.662466	3.618698e+002	3.595487e+002	7.214185e+002
4.662966	3.631609e+002	3.608305e+002	7.239913e+002
4.663466	3.644510e+002	3.621113e+002	7.265622e+002
4.663966	3.657401e+002	3.633911e+002	7.291312e+002
4.664466	3.670282e+002	3.646700e+002	7.316982e+002
4.664966	3.683154e+002	3.659478e+002	7.342632e+002
4.665467	3.696015e+002	3.672246e+002	7.368261e+002
4.665967	3.708865e+002	3.685004e+002	7.393870e+002
4.666467	3.721705e+002	3.697751e+002	7.419456e+002
4.666967	3.734534e+002	3.710487e+002	7.445021e+002
4.667467	3.747352e+002	3.723212e+002	7.470564e+002
4.667967	3.760158e+002	3.735926e+002	7.496084e+002
4.668467	3.772953e+002	3.748628e+002	7.521582e+002
4.668967	3.785736e+002	3.761319e+002	7.547055e+002
4.669467	3.798508e+002	3.773998e+002	7.572505e+002
4.669967	3.811267e+002	3.786664e+002	7.597931e+002
4.670467	3.824014e+002	3.799318e+002	7.623332e+002
4.670967	3.836748e+002	3.811960e+002	7.648708e+002
4.671467	3.849469e+002	3.824589e+002	7.674058e+002
4.671967	3.862178e+002	3.837205e+002	7.699383e+002
4.672467	3.874873e+002	3.849808e+002	7.724681e+002
4.672967	3.887556e+002	3.862398e+002	7.749953e+002
4.673467	3.900224e+002	3.874974e+002	7.775198e+002
4.673967	3.912879e+002	3.887536e+002	7.800415e+002
4.674467	3.925520e+002	3.900085e+002	7.825605e+002
4.674967	3.938147e+002	3.912619e+002	7.850766e+002
4.675468	3.950759e+002	3.925140e+002	7.875899e+002
4.675968	3.963357e+002	3.937645e+002	7.901002e+002
4.676468	3.975940e+002	3.950136e+002	7.926076e+002
4.676968	3.988508e+002	3.962612e+002	7.951121e+002
4.677468	4.001061e+002	3.975074e+002	7.976135e+002
4.677968	4.013599e+002	3.987519e+002	8.001118e+002
4.678468	4.026121e+002	3.999950e+002	8.026071e+002
4.678968	4.038628e+002	4.012364e+002	8.050992e+002
4.679468	4.051119e+002	4.024763e+002	8.075882e+002
4.679968	4.063593e+002	4.037146e+002	8.100739e+002
4.680468	4.076051e+002	4.049513e+002	8.125564e+002
4.680968	4.088493e+002	4.061863e+002	8.150356e+002
4.681468	4.100918e+002	4.074196e+002	8.175114e+002
4.681968	4.113327e+002	4.086513e+002	8.199839e+002
4.682468	4.125718e+002	4.098813e+002	8.224530e+002
4.682968	4.138092e+002	4.111095e+002	8.249187e+002
4.683468	4.150448e+002	4.123360e+002	8.273808e+002
4.683968	4.162787e+002	4.135608e+002	8.298395e+002
4.684468	4.175108e+002	4.147837e+002	8.322945e+002
4.684968	4.187411e+002	4.160049e+002	8.347460e+002
4.685469	4.199696e+002	4.172243e+002	8.371939e+002
4.685969	4.211962e+002	4.184418e+002	8.396380e+002
4.686469	4.224210e+002	4.196575e+002	8.420785e+002
4.686969	4.236439e+002	4.208713e+002	8.445152e+002
4.687469	4.248649e+002	4.220833e+002	8.469482e+002
4.687969	4.260840e+002	4.232933e+002	8.493773e+002
4.688469	4.273011e+002	4.245014e+002	8.518025e+002
4.688969	4.285163e+002	4.257075e+002	8.542239e+002
4.689469	4.297296e+002	4.269117e+002	8.566413e+002
4.689969	4.309408e+002	4.281139e+002	8.590547e+002
4.690469	4.321500e+002	4.293141e+002	8.614642e+002
4.690969	4.333572e+002	4.305123e+002	8.638695e+002
4.691469	4.345624e+002	4.317084e+002	8.662709e+002
4.691969	4.357655e+002	4.329025e+002	8.686681e+002
4.692469	4.369665e+002	4.340946e+002	8.710611e+002
4.692969	4.381654e+002	4.352845e+002	8.734499e+002
4.693469	4.393622e+002	4.364723e+002	8.758346e+002
4.693969	4.405569e+002	4.376580e+002	8.782149e+002
4.694469	4.417494e+002	4.388416e+002	8.805910e+002
4.694969	4.429397e+002	4.400230e+002	8.829627e+002
4.695470	4.441279e+002	4.412022e+002	8.853300e+002
4.695970	4.453138e+002	4.423792e+002	8.876930e+002
4.696470	4.464975e+002	4.435540e+002	8.900515e+002
4.696970	4.476790e+002	4.447265e+002	8.924055e+002
4.697470	4.488582e+002	4.458968e+002	8.947550e+002
4.697970	4.500351e+002	4.470648e+002	8.971000e+002
4.698470	4.512097e+002	4.482306e+002	8.994403e+002
4.698970	4.523820e+002	4.493940e+002	9.017761e+002
4.699470	4.535520e+002	4.505552e+002	9.041072e+002
4.699970	4.547196e+002	4.517139e+002	9.064336e+002
4.700470	4.558849e+002	4.528704e+002	9.087552e+002
4.700970	4.570477e+002	4.540244e+002	9.110721e+002
4.701470	4.582082e+002	4.551761e+002	9.133843e+002
4.701970	4.593662e+002	4.563253e+002	9.156915e+002
4.702470	4.605218e+002	4.574721e+002	9.179940e+002
4.702970	4.616750e+002	4.586165e+002	9.202915e+002
4.703470	4.628257e+002	4.597584e+002	9.225841e+002
4.703970	4.639739e+002	4.608978e+002	9.248717e+002
4.704470	4.651195e+002	4.620348e+002	9.271543e+002
4.704970	4.662627e+002	4.631692e+002	9.294319e+002
4.705471	4.674033e+002	4.643011e+002	9.317044e+002
4.705971	4.685414e+002	4.654305e+002	9.339718e+002
4.706471	4.696768e+002	4.665573e+002	9.362341e+002
4.706971	4.708097e+002	4.676815e+002	9.384912e+002
4.707471	4.719400e+002	4.688031e+002	9.407431e+002
4.707971	4.730676e+002	4.699221e+002	9.429897e+002
4.708471	4.741927e+002	4.710385e+002	9.452311e+002
4.708971	4.753150e+002	4.721522e+002	9.474672e+002
4.709471	4.764347e+002	4.732633e+002	9.496979e+002
4.709971	4.775517e+002	4.743717e+002	9.519233e+002
4.710471	4.786659e+002	4.754773e+002	9.541433e+002
4.710971	4.797775e+002	4.765803e+002	9.563578e+002
4.711471	4.808863e+002	4.776806e+002	9.585669e+002
4.711971	4.819923e+002	4.787781e+002	9.607704e+002
4.712471	4.830956e+002	4.798729e+002	9.629685e+002
4.712971	4.841961e+002	4.809648e+002	9.651609e+002
4.713471	4.852938e+002	4.820540e+002	9.673478e+002
4.713971	4.863886e+002	4.831404e+002	9.695290e+002
4.714471	4.874807e+002	4.842239e+002	9.717046e+002
4.714971	4.885698e+002	4.853047e+002	9.738745e+002
4.715472	4.896561e+002	4.863825e+002	9.760386e+002
4.715972	4.907395e+002	4.874575e+002	9.781970e+002
4.716472	4.918200e+002	4.885296e+002	9.803496e+002
4.716972	4.928976e+002	4.895988e+002	9.824964e+002
4.717472	4.939723e+002	4.906651e+002	9.846373e+002
4.717972	4.950440e+002	4.917284e+002	9.867724e+002
4.718472	4.961127e+002	4.927888e+002	9.889015e+002
4.718972	4.971785e+002	4.938463e+002	9.910247e+002
4.719472	4.982412e+002	4.949007e+002	9.931419e+002
4.719972	4.993010e+002	4.959522e+002	9.952531e+002
4.720472	5.003577e+002	4.970006e+002	9.973583e+002
4.720972	5.014114e+002	4.980460e+002	9.994574e+002
4.721472	5.024620e+002	4.990884e+002	1.001550e+003
4.721972	5.035095e+002	5.001277e+002	1.003637e+003
4.722472	5.045540e+002	5.011640e+002	1.005718e+003
4.722972	5.055954e+002	5.021972e+002	1.007793e+003
4.723472	5.066336e+002	5.032272e+002	1.009861e+003
4.723972	5.076687e+002	5.042542e+002	1.011923e+003
4.724472	5.087007e+002	5.052780e+002	1.013979e+003
4.724972	5.097295e+002	5.062987e+002	1.016028e+003
4.725473	5.107551e+002	5.073162e+002	1.018071e+003
4.725973	5.117775e+002	5.083305e+002	1.020108e+003
4.726473	5.127968e+002	5.093417e+002	1.022138e+003
4.726973	5.138128e+002	5.103496e+002	1.024162e+003
4.727473	5.148255e+002	5.113544e+002	1.026180e+003
4.727973	5.158351e+002	5.123559e+002	1.028191e+003
4.728473	5.168413e+002	5.133541e+002	1.030195e+003
4.728973	5.178443e+002	5.143491e+002	1.032193e+003
4.729473	5.188440e+002	5.153409e+002	1.034185e+003
4.729973	5.198404e+002	5.163293e+002	1.036170e+003
4.730473	5.208334e+002	5.173144e+002	1.038148e+003
4.730973	5.218231e+002	5.182962e+002	1.040119e+003
4.731473	5.228095e+002	5.192747e+002	1.042084e+003
4.731973	5.237925e+002	5.202499e+002	1.044042e+003
4.732473	5.247721e+002	5.212216e+002	1.045994e+003
4.732973	5.257484e+002	5.221900e+002	1.047938e+003
4.733473	5.267212e+002	5.231551e+002	1.049876e+003
4.733973	5.276906e+002	5.241167e+002	1.051807e+003
4.734473	5.286566e+002	5.250749e+002	1.053732e+003
4.734973	5.296191e+002	5.260297e+002	1.055649e+003
4.735474	5.305782e+002	5.269810e+002	1.057559e+003
4.735974	5.315338e+002	5.279289e+002	1.059463e+003
4.736474	5.324859e+002	5.288734e+002	1.061359e+003
4.736974	5.334346e+002	5.298143e+002	1.063249e+003
4.737474	5.343797e+002	5.307518e+002	1.065131e+003
4.737974	5.353213e+002	5.316857e+002	1.067007e+003
4.738474	5.362593e+002	5.326161e+002	1.068875e+003
4.738974	5.371938e+002	5.335430e+002	1.070737e+003
4.739474	5.381247e+002	5.344664e+002	1.072591e+003
4.739974	5.390520e+002	5.353862e+002	1.074438e+003
4.740474	5.399758e+002	5.363024e+002	1.076278e+003
4.740974	5.408959e+002	5.372151e+002	1.078111e+003
4.741474	5.418125e+002	5.381241e+002	1.079937e+003
4.741974	5.427254e+002	5.390295e+002	1.081755e+003
4.742474	5.436346e+002	5.399314e+002	1.083566e+003
4.742974	5.445402e+002	5.408296e+002	1.085370e+003
4.743474	5.454422e+002	5.417241e+002	1.087166e+003
4.743974	5.463404e+002	5.426150e+002	1.088955e+003
4.744474	5.472350e+002	5.435022e+002	1.090737e+003
4.744974	5.481259e+002	5.443857e+002	1.092512e+003
4.745475	5.490130e+002	5.452656e+002	1.094279e+003
4.745975	5.498964e+002	5.461417e+002	1.096038e+003
4.746475	5.507761e+002	5.470141e+002	1.097790e+003
4.746975	5.516520e+002	5.478828e+002	1.099535e+003
4.747475	5.525242e+002	5.487477e+002	1.101272e+003
4.747975	5.533926e+002	5.496089e+002	1.103001e+003
4.748475	5.542572e+002	5.504663e+002	1.104724e+003
4.748975	5.551180e+002	5.513200e+002	1.106438e+003
4.749475	5.559750e+002	5.521698e+002	1.108145e+003
4.749975	5.568281e+002	5.530159e+002	1.109844e+003
4.750475	5.576774e+002	5.538581e+002	1.111536e+003
4.750975	5.585229e+002	5.546965e+002	1.113219e+003
4.751475	5.593645e+002	5.555311e+002	1.114896e+003
4.751975	5.602023e+002	5.563618e+002	1.116564e+003
4.752475	5.610362e+002	5.571887e+002	1.118225e+003
4.752975	5.618661e+002	5.580117e+002	1.119878e+003
4.753475	5.626922e+002	5.588309e+002	1.121523e+003
4.753975	5.635144e+002	5.596461e+002	1.123160e+003
4.754475	5.643326e+002	5.604574e+002	1.124790e+003
4.754975	5.651469e+002	5.612649e+002	1.126412e+003
4.755476	5.659573e+002	5.620684e+002	1.128026e+003
4.755976	5.667636e+002	5.628679e+002	1.129632e+003
4.756476	5.675661e+002	5.636636e+002	1.131230e+003
4.756976	5.683645e+002	5.644552e+002	1.132820e+003
4.757476	5.691590e+002	5.652430e+002	1.134402e+003
4.757976	5.699494e+002	5.660267e+002	1.135976e+003
4.758476	5.707359e+002	5.668064e+002	1.137542e+003
4.758976	5.715183e+002	5.675822e+002	1.139100e+003
4.759476	5.722967e+002	5.683539e+002	1.140651e+003
4.759976	5.730710e+002	5.691216e+002	1.142193e+003
4.760476	5.738413e+002	5.698853e+002	1.143727e+003
4.760976	5.746076e+002	5.706450e+002	1.145253e+003
4.761476	5.753697e+002	5.714006e+002	1.146770e+003
4.761976	5.761278e+002	5.721522e+002	1.148280e+003
4.762476	5.768818e+002	5.728996e+002	1.149781e+003
4.762976	5.776317e+002	5.736431e+002	1.151275e+003
4.763476	5.783774e+002	5.743824e+002	1.152760e+003
4.763976	5.791191e+002	5.751176e+002	1.154237e+003
4.764476	5.798566e+002	5.758487e+002	1.155705e+003
4.764976	5.805900e+002	5.765757e+002	1.157166e+003
4.765477	5.813192e+002	5.772986e+002	1.158618e+003
4.765977	5.820443e+002	5.780174e+002	1.160062e+003
4.766477	5.827652e+002	5.787320e+002	1.161497e+003
4.766977	5.834819e+002	5.794424e+002	1.162924e+003
4.767477	5.841944e+002	5.801487e+002	1.164343e+003
4.767977	5.849028e+002	5.808509e+002	1.165754e+003
4.768477	5.856069e+002	5.815488e+002	1.167156e+003
4.768977	5.863068e+002	5.822426e+002	1.168549e+003
4.769477	5.870025e+002	5.829321e+002	1.169935e+003
4.769977	5.876940e+002	5.836175e+002	1.171311e+003
4.770477	5.883812e+002	5.842986e+002	1.172680e+003
4.770977	5.890642e+002	5.849755e+002	1.174040e+003
4.771477	5.897429e+002	5.856482e+002	1.175391e+003
4.771977	5.904173e+002	5.863167e+002	1.176734e+003
4.772477	5.910875e+002	5.869808e+002	1.178068e+003
4.772977	5.917534e+002	5.876408e+002	1.179394e+003
4.773477	5.924149e+002	5.882965e+002	1.180711e+003
4.773977	5.930722e+002	5.889479e+002	1.182020e+003
4.774477	5.937252e+002	5.895950e+002	1.183320e+003
4.774977	5.943739e+002	5.902378e+002	1.184612e+003
4.775478	5.950182e+002	5.908763e+002	1.185895e+003
4.775978	5.956582e+002	5.915105e+002	1.187169e+003
4.776478	5.962939e+002	5.921404e+002	1.188434e+003
4.776978	5.969252e+002	5.927660e+002	1.189691e+003
4.777478	5.975521e+002	5.933873e+002	1.190939e+003
4.777978	5.981747e+002	5.940042e+002	1.192179e+003
4.778478	5.987929e+002	5.946168e+002	1.193410e+003
4.778978	5.994067e+002	5.952250e+002	1.194632e+003
4.779478	6.000162e+002	5.958289e+002	1.195845e+003
4.779978	6.006212e+002	5.964284e+002	1.197050e+003
4.780478	6.012219e+002	5.970235e+002	1.198245e+003
4.780978	6.018181e+002	5.976142e+002	1.199432e+003
4.781478	6.024099e+002	5.982006e+002	1.200611e+003
4.781978	6.029973e+002	5.987825e+002	1.201780e+003
4.782478	6.035803e+002	5.993601e+002	1.202940e+003
4.782978	6.041588e+002	5.999332e+002	1.204092e+003
4.783478	6.047329e+002	6.005020e+002	1.205235e+003
4.783978	6.053025e+002	6.010663e+002	1.206369e+003
4.784478	6.058677e+002	6.016262e+002	1.207494e+003
4.784978	6.064284e+002	6.021816e+002	1.208610e+003
